,geneSymbol
18787,SEC22B
18788,SEC22C
18789,SEC23
18790,SEC23A
18791,SEC23B
18792,SEC23IP
18793,SEC24A
18794,SEC24B
18795,SEC24C
18796,SEC24D
18797,SEC26
18798,SEC27
18799,SEC28
18800,SEC31
18801,SEC31A
18802,SEC31B
18803,SEC4
18804,SEC53
18805,SEC61
18806,SEC61A1
18807,SEC61A2
18808,SEC61B
18809,SEC61G
18810,SEC62
18811,SEC63
18812,SECISBP2
18813,SECISBP2L
18814,SECTM1
18815,SED5
18816,SEH1L
18817,SEL1L
18818,SEL1L2
18819,SEL1L3
18820,SELE
18821,SELENBP1
18822,SELK
18823,SELL
18824,SELM
18825,SELO
18826,SELP
18827,SELPLG
18828,SELT
18829,SELV
18830,SEMA3A
18831,SEMA3B
18832,SEMA3C
18833,SEMA3D
18834,SEMA3E
18835,SEMA3F
18836,SEMA3G
18837,SEMA4A
18838,SEMA4B
18839,SEMA4C
18840,SEMA4D
18841,SEMA4F
18842,SEMA4G
18843,SEMA5A
18844,SEMA5B
18845,SEMA6A
18846,SEMA6B
18847,SEMA6C
18848,SEMA6D
18849,SEMA7A
18850,SEMG1
18851,SEMG2
18852,SENP1
18853,SENP2
18854,SENP3
18855,SENP3-EIF4A1
18856,SENP5
18857,SENP6
18858,SENP7
18859,SENP8
18860,15-Sep
18861,SEPHS1
18862,SEPHS2
18863,SEPN1
18864,SEPP1
18865,SEPSECS
18866,01-Sep
18867,10-Sep
18868,11-Sep
18869,12-Sep
18870,14-Sep
18871,02-Sep
18872,03-Sep
18873,04-Sep
18874,05-Sep
18875,06-Sep
18876,07-Sep
18877,SEPT7P2
18878,08-Sep
18879,09-Sep
18880,SEPW1
18881,SER33
18882,SERAC1
18883,SERBP1
18884,SERBP1P5
18885,SERF1A
18886,SERF1B
18887,SERF2
18888,SERF2-C15ORF63
18889,SERGEF
18890,SERHL
18891,SERHL2
18892,SERINC1
18893,SERINC2
18894,SERINC3
18895,SERINC5
18896,SERP1
18897,SERP2
18898,SERPINA1
18899,SERPINA10
18900,SERPINA11
18901,SERPINA12
18902,SERPINA2
18903,SERPINA3
18904,SERPINA4
18905,SERPINA5
18906,SERPINA6
18907,SERPINA7
18908,SERPINA9
18909,SERPINB1
18910,SERPINB10
18911,SERPINB11
18912,SERPINB12
18913,SERPINB13
18914,SERPINB2
18915,SERPINB3
18916,SERPINB4
18917,SERPINB5
18918,SERPINB6
18919,SERPINB7
18920,SERPINB8
18921,SERPINB9
18922,SERPINB9P1
18923,SERPINC1
18924,SERPIND1
18925,SERPINE1
18926,SERPINE2
18927,SERPINE3
18928,SERPINF1
18929,SERPINF2
18930,SERPING1
18931,SERPINH1
18932,SERPINI1
18933,SERPINI2
18934,SERTAD1
18935,SERTAD2
18936,SERTAD3
18937,SERTAD4
18938,SERTAD4-AS1
18939,SERTM1
18940,SES1
18941,SESN1
18942,SESN2
18943,SESN3
18944,SESTD1
18945,SET
18946,SET3
18947,SETBP1
18948,SETD1A
18949,SETD1B
18950,SETD2
18951,SETD3
18952,SETD4
18953,SETD5
18954,SETD6
18955,SETD7
18956,SETD8
18957,SETD9
18958,SETDB1
18959,SETDB2
18960,SETMAR
18961,SETSIP
18962,SETX
18963,SEY1
18964,SEZ6
18965,SEZ6L
18966,SEZ6L2
18967,SF1
18968,SF3A1
18969,SF3A2
18970,SF3A3
18971,SF3B1
18972,SF3B2
18973,SF3B3
18974,SF3B4
18975,SF3B5
18976,SF3B6
18977,SFI1
18978,SFMBT1
18979,SFMBT2
18980,SFN
18981,SFPQ
18982,SFR1
18983,SFRP1
18984,SFRP2
18985,SFRP4
18986,SFRP5
18987,SFSWAP
18988,SFT2D1
18989,SFT2D2
18990,SFT2D3
18991,SFTA2
18992,SFTPA1
18993,SFTPA2
18994,SFTPB
18995,SFTPC
18996,SFTPD
18997,SFXN1
18998,SFXN2
18999,SFXN3
19000,SFXN4
19001,SFXN5
19002,SGA1
19003,SGCA
19004,SGCB
19005,SGCD
19006,SGCE
19007,SGCG
19008,SGCZ
19009,SGIP1
19010,SGK1
19011,SGK2
19012,SGK223
19013,SGK3
19014,SGK494
19015,SGMS1
19016,SGMS1-AS1
19017,SGMS2
19018,SGOL1
19019,SGOL2
19020,SGPL1
19021,SGPP1
19022,SGPP2
19023,SGS1
19024,SGSH
19025,SGSM1
19026,SGSM2
19027,SGSM3
19028,SGT1
19029,SGT2
19030,SGTA
19031,SGTB
19032,SH2B1
19033,SH2B2
19034,SH2B3
19035,SH2D1A
19036,SH2D1B
19037,SH2D2A
19038,SH2D3A
19039,SH2D3C
19040,SH2D4A
19041,SH2D4B
19042,SH2D5
19043,SH2D6
19044,SH3BGR
19045,SH3BGRL
19046,SH3BGRL2
19047,SH3BGRL3
19048,SH3BP1
19049,SH3BP2
19050,SH3BP4
19051,SH3BP5
19052,SH3BP5-AS1
19053,SH3BP5L
19054,SH3D19
19055,SH3D21
19056,SH3GL1
19057,SH3GL1P1
19058,SH3GL1P2
19059,SH3GL2
19060,SH3GL3
19061,SH3GLB1
19062,SH3GLB2
19063,SH3KBP1
19064,SH3PXD2A
19065,SH3PXD2B
19066,SH3RF1
19067,SH3RF2
19068,SH3RF3
19069,SH3TC1
19070,SH3TC2
19071,SH3YL1
19072,SHANK1
19073,SHANK2
19074,SHANK3
19075,SHARPIN
19076,SHB
19077,SHBG
19078,SHC1
19079,SHC2
19080,SHC3
19081,SHC4
19082,SHCBP1
19083,SHCBP1L
19084,SHD
19085,SHE
19086,SHF
19087,SHFM1
19088,SHH
19089,SHISA2
19090,SHISA3
19091,SHISA4
19092,SHISA5
19093,SHISA6
19094,SHISA8
19095,SHISA9
19096,SHKBP1
19097,SHM1
19098,SHM2
19099,SHMT1
19100,SHMT2
19101,SHOC2
19102,SHOX
19103,SHOX2
19104,SHP1
19105,SHPK
19106,SHPRH
19107,SHQ1
19108,SHROOM1
19109,SHROOM2
19110,SHROOM3
19111,SHROOM4
19112,SI
19113,SIAE
19114,SIAH1
19115,SIAH1P1
19116,SIAH2
19117,SIAH3
19118,SIC1
19119,SIDT1
19120,SIDT2
19121,SIGIRR
19122,SIGLEC1
19123,SIGLEC10
19124,SIGLEC11
19125,SIGLEC12
19126,SIGLEC16
19127,SIGLEC5
19128,SIGLEC6
19129,SIGLEC7
19130,SIGLEC8
19131,SIGLEC9
19132,SIGLECL1
19133,SIGMAR1
19134,SIK1
19135,SIK2
19136,SIK3
19137,SIK3-IT1
19138,SIKE1
19139,SIL1
19140,SIM1
19141,SIM2
19142,SIMC1
19143,SIN3A
19144,SIN3B
19145,SIP1
19146,SIP18
19147,SIP2
19148,SIPA1
19149,SIPA1L1
19150,SIPA1L2
19151,SIPA1L3
19152,SIRPA
19153,SIRPB1
19154,SIRPD
19155,SIRPG
19156,SIRT1
19157,SIRT2
19158,SIRT3
19159,SIRT4
19160,SIRT5
19161,SIRT6
19162,SIRT7
19163,SIS1
19164,SIT1
19165,SIVA1
19166,SIW14
19167,SIX1
19168,SIX2
19169,SIX3
19170,SIX4
19171,SIX5
19172,SIX6
19173,SKA1
19174,SKA2
19175,SKA3
19176,SKAP1
19177,SKAP2
19178,SKG3
19179,SKI
19180,SKIDA1
19181,SKIL
19182,SKIV2L
19183,SKIV2L2
19184,SKN7
19185,SKO1
19186,SKOR1
19187,SKP1
19188,SKP1P2
19189,SKP2
19190,SKY1
19191,SLA
19192,SLA1
19193,SLA2
19194,SLAIN1
19195,SLAIN2
19196,SLAMF1
19197,SLAMF6
19198,SLAMF7
19199,SLAMF8
19200,SLAMF9
19201,SLBP
19202,SLC10A1
19203,SLC10A2
19204,SLC10A3
19205,SLC10A4
19206,SLC10A6
19207,SLC10A7
19208,SLC11A2
19209,SLC12A1
19210,SLC12A2
19211,SLC12A3
19212,SLC12A4
19213,SLC12A5
19214,SLC12A6
19215,SLC12A7
19216,SLC12A8
19217,SLC12A9
19218,SLC13A1
19219,SLC13A2
19220,SLC13A3
19221,SLC13A4
19222,SLC13A5
19223,SLC14A1
19224,SLC14A2
19225,SLC15A1
19226,SLC15A2
19227,SLC15A3
19228,SLC15A4
19229,SLC16A1
19230,SLC16A10
19231,SLC16A11
19232,SLC16A12
19233,SLC16A13
19234,SLC16A14
19235,SLC16A2
19236,SLC16A3
19237,SLC16A4
19238,SLC16A5
19239,SLC16A6
19240,SLC16A7
19241,SLC16A8
19242,SLC16A9
19243,SLC17A1
19244,SLC17A2
19245,SLC17A3
19246,SLC17A4
19247,SLC17A5
19248,SLC17A6
19249,SLC17A7
19250,SLC17A8
19251,SLC17A9
19252,SLC18A1
19253,SLC18A2
19254,SLC18A3
19255,SLC18B1
19256,SLC19A1
19257,SLC19A2
19258,SLC19A3
19259,SLC1A1
19260,SLC1A2
19261,SLC1A3
19262,SLC1A4
19263,SLC1A5
19264,SLC1A6
19265,SLC1A7
19266,SLC20A1
19267,SLC20A2
19268,SLC22A1
19269,SLC22A11
19270,SLC22A12
19271,SLC22A13
19272,SLC22A14
19273,SLC22A15
19274,SLC22A16
19275,SLC22A17
19276,SLC22A18
19277,SLC22A18AS
19278,SLC22A2
19279,SLC22A20
19280,SLC22A23
19281,SLC22A24
19282,SLC22A25
19283,SLC22A3
19284,SLC22A4
19285,SLC22A5
19286,SLC22A6
19287,SLC22A7
19288,SLC22A8
19289,SLC22A9
19290,SLC23A1
19291,SLC23A2
19292,SLC23A3
19293,SLC24A1
19294,SLC24A2
19295,SLC24A3
19296,SLC24A4
19297,SLC24A5
19298,SLC25A1
19299,SLC25A10
19300,SLC25A11
19301,SLC25A12
19302,SLC25A13
19303,SLC25A14
19304,SLC25A15
19305,SLC25A16
19306,SLC25A17
19307,SLC25A18
19308,SLC25A19
19309,SLC25A2
19310,SLC25A20
19311,SLC25A21
19312,SLC25A22
19313,SLC25A23
19314,SLC25A24
19315,SLC25A25
19316,SLC25A26
19317,SLC25A27
19318,SLC25A28
19319,SLC25A29
19320,SLC25A3
19321,SLC25A30
19322,SLC25A31
19323,SLC25A32
19324,SLC25A33
19325,SLC25A34
19326,SLC25A35
19327,SLC25A36
19328,SLC25A37
19329,SLC25A38
19330,SLC25A39
19331,SLC25A4
19332,SLC25A40
19333,SLC25A41
19334,SLC25A42
19335,SLC25A43
19336,SLC25A44
19337,SLC25A45
19338,SLC25A46
19339,SLC25A47
19340,SLC25A48
19341,SLC25A5
19342,SLC25A5-AS1
19343,SLC25A51
19344,SLC25A52
19345,SLC25A53
19346,SLC25A6
19347,SLC26A1
19348,SLC26A10
19349,SLC26A11
19350,SLC26A2
19351,SLC26A3
19352,SLC26A4
19353,SLC26A4-AS1
19354,SLC26A5
19355,SLC26A6
19356,SLC26A7
19357,SLC26A8
19358,SLC26A9
19359,SLC27A1
19360,SLC27A2
19361,SLC27A3
19362,SLC27A4
19363,SLC27A5
19364,SLC27A6
19365,SLC28A1
19366,SLC28A2
19367,SLC28A3
19368,SLC29A1
19369,SLC29A2
19370,SLC29A3
19371,SLC29A4
19372,SLC2A1
19373,SLC2A10
19374,SLC2A11
19375,SLC2A12
19376,SLC2A13
19377,SLC2A14
19378,SLC2A2
19379,SLC2A3
19380,SLC2A4
19381,SLC2A4RG
19382,SLC2A5
19383,SLC2A6
19384,SLC2A7
19385,SLC2A8
19386,SLC2A9
19387,SLC30A1
19388,SLC30A10
19389,SLC30A2
19390,SLC30A3
19391,SLC30A4
19392,SLC30A5
19393,SLC30A6
19394,SLC30A7
19395,SLC30A8
19396,SLC30A9
19397,SLC31A1
19398,SLC31A2
19399,SLC32A1
19400,SLC33A1
19401,SLC34A1
19402,SLC34A2
19403,SLC34A3
19404,SLC35A1
19405,SLC35A2
19406,SLC35A3
19407,SLC35A4
19408,SLC35A5
19409,SLC35B1
19410,SLC35B2
19411,SLC35B3
19412,SLC35B4
19413,SLC35C1
19414,SLC35C2
19415,SLC35D1
19416,SLC35D2
19417,SLC35D3
19418,SLC35E1
19419,SLC35E2
19420,SLC35E2B
19421,SLC35E3
19422,SLC35E4
19423,SLC35F1
19424,SLC35F2
19425,SLC35F3
19426,SLC35F4
19427,SLC35F5
19428,SLC35F6
19429,SLC35G1
19430,SLC35G2
19431,SLC35G5
19432,SLC36A1
19433,SLC36A2
19434,SLC36A3
19435,SLC36A4
19436,SLC37A1
19437,SLC37A3
19438,SLC37A4
19439,SLC38A1
19440,SLC38A10
19441,SLC38A11
19442,SLC38A2
19443,SLC38A3
19444,SLC38A4
19445,SLC38A5
19446,SLC38A6
19447,SLC38A7
19448,SLC38A8
19449,SLC38A9
19450,SLC39A1
19451,SLC39A10
19452,SLC39A11
19453,SLC39A12
19454,SLC39A13
19455,SLC39A14
19456,SLC39A2
19457,SLC39A3
19458,SLC39A4
19459,SLC39A5
19460,SLC39A6
19461,SLC39A7
19462,SLC39A8
19463,SLC39A9
19464,SLC3A1
19465,SLC3A2
19466,SLC40A1
19467,SLC41A1
19468,SLC41A2
19469,SLC41A3
19470,SLC43A1
19471,SLC43A2
19472,SLC43A3
19473,SLC44A1
19474,SLC44A2
19475,SLC44A3
19476,SLC44A4
19477,SLC44A5
19478,SLC45A1
19479,SLC45A2
19480,SLC45A3
19481,SLC45A4
19482,SLC46A1
19483,SLC46A3
19484,SLC47A1
19485,SLC47A2
19486,SLC48A1
19487,SLC4A1
19488,SLC4A10
19489,SLC4A11
19490,SLC4A1AP
19491,SLC4A2
19492,SLC4A3
19493,SLC4A4
19494,SLC4A5
19495,SLC4A7
19496,SLC4A8
19497,SLC50A1
19498,SLC51A
19499,SLC51B
19500,SLC52A1
19501,SLC52A2
19502,SLC52A3
19503,SLC5A1
19504,SLC5A10
19505,SLC5A11
19506,SLC5A12
19507,SLC5A2
19508,SLC5A3
19509,SLC5A4
19510,SLC5A5
19511,SLC5A6
19512,SLC5A7
19513,SLC5A8
19514,SLC5A9
19515,SLC6A1
19516,SLC6A11
19517,SLC6A12
19518,SLC6A13
19519,SLC6A14
19520,SLC6A15
19521,SLC6A17
19522,SLC6A19
19523,SLC6A2
19524,SLC6A20
19525,SLC6A3
19526,SLC6A4
19527,SLC6A5
19528,SLC6A6
19529,SLC6A7
19530,SLC6A8
19531,SLC6A9
19532,SLC7A1
19533,SLC7A10
19534,SLC7A11
19535,SLC7A11-AS1
19536,SLC7A13
19537,SLC7A14
19538,SLC7A2
19539,SLC7A3
19540,SLC7A4
19541,SLC7A5
19542,SLC7A5P2
19543,SLC7A6
19544,SLC7A6OS
19545,SLC7A7
19546,SLC7A8
19547,SLC7A9
19548,SLC8A1
19549,SLC8A2
19550,SLC8A3
19551,SLC8B1
19552,SLC9A1
19553,SLC9A2
19554,SLC9A3
19555,SLC9A3R1
19556,SLC9A3R2
19557,SLC9A4
19558,SLC9A5
19559,SLC9A6
19560,SLC9A7
19561,SLC9A8
19562,SLC9A9
19563,SLC9B2
19564,SLC9C1
19565,SLCO1A2
19566,SLCO1B1
19567,SLCO1B3
19568,SLCO1B3-SLCO1B7
19569,SLCO1C1
19570,SLCO2B1
19571,SLCO3A1
19572,SLCO4A1
19573,SLCO4C1
19574,SLCO5A1
19575,SLCO6A1
19576,SLFN11
19577,SLFN12
19578,SLFN12L
19579,SLFN13
19580,SLFN14
19581,SLFN5
19582,SLFNL1
19583,SLFNL1-AS1
19584,SLI15
19585,SLIRP
19586,SLIT1
19587,SLIT1-AS1
19588,SLIT2
19589,SLIT3
19590,SLITRK1
19591,SLITRK2
19592,SLITRK3
19593,SLITRK4
19594,SLITRK5
19595,SLITRK6
19596,SLK
19597,SLM1
19598,SLM2
19599,SLMAP
19600,SLMO1
19601,SLMO2
19602,SLMO2-ATP5E
19603,SLN
19604,SLPI
19605,SLT2
19606,SLTM
19607,SLU7
19608,SLURP1
19609,SLX1A
19610,SLX1B
19611,SLX4
19612,SLX4IP
19613,SLX5
19614,SLX8
19615,SMA4
19616,SMAD1
19617,SMAD1-AS1
19618,SMAD2
19619,SMAD3
19620,SMAD4
19621,SMAD5
19622,SMAD6
19623,SMAD7
19624,SMAD9
19625,SMAGP
19626,SMAP1
19627,SMAP2
19628,SMARCA1
19629,SMARCA2
19630,SMARCA4
19631,SMARCA5
19632,SMARCAD1
19633,SMARCAL1
19634,SMARCB1
19635,SMARCC1
19636,SMARCC2
19637,SMARCD1
19638,SMARCD2
19639,SMARCD3
19640,SMARCE1
19641,SMC1A
19642,SMC1B
19643,SMC2
19644,SMC3
19645,SMC4
19646,SMC5
19647,SMC6
19648,SMCHD1
19649,SMCO1
19650,SMCO3
19651,SMCO4
19652,SMCP
19653,SMCR8
19654,SMDT1
19655,SMEK1
19656,SMEK2
19657,SMG1
19658,SMG1P1
19659,SMG1P2
19660,SMG1P3
19661,SMG1P5
19662,SMG1P6
19663,SMG5
19664,SMG6
19665,SMG7
19666,SMG8
19667,SMG9
19668,SMIM1
19669,SMIM11
19670,SMIM12
19671,SMIM13
19672,SMIM14
19673,SMIM15
19674,SMIM17
19675,SMIM19
19676,SMIM2
19677,SMIM20
19678,SMIM21
19679,SMIM24
19680,SMIM3
19681,SMIM4
19682,SMIM5
19683,SMIM7
19684,SMIM8
19685,SMKR1
19686,SMLR1
19687,SMN1
19688,SMN2
19689,SMNDC1
19690,SMO
19691,SMOC1
19692,SMOC2
19693,SMOX
19694,SMPD1
19695,SMPD2
19696,SMPD3
19697,SMPD4
19698,SMPDL3A
19699,SMPDL3B
19700,SMPX
19701,SMR3A
19702,SMR3B
19703,SMS
19704,SMTN
19705,SMTNL1
19706,SMTNL2
19707,SMU1
19708,SMUG1
19709,SMURF1
19710,SMURF2
19711,SMYD1
19712,SMYD2
19713,SMYD3
19714,SMYD4
19715,SMYD5
19716,SNA3
19717,SNAI1
19718,SNAI2
19719,SNAI3
19720,SNAI3-AS1
19721,SNAP23
19722,SNAP23P
19723,SNAP25
19724,SNAP29
19725,SNAP47
19726,SNAP91
19727,SNAPC1
19728,SNAPC2
19729,SNAPC3
19730,SNAPC4
19731,SNAPC5
19732,SNAPIN
19733,SNAR-B2
19734,SNC2
19735,SNCA
19736,SNCAIP
19737,SNCB
19738,SNCG
19739,SND1
19740,SNED1
19741,SNF1
19742,SNF4
19743,SNF8
19744,SNG1
19745,SNHG1
19746,SNHG11
19747,SNHG12
19748,SNHG19
19749,SNHG21
19750,SNHG3
19751,SNHG4
19752,SNHG5
19753,SNHG6
19754,SNHG7
19755,SNHG8
19756,SNIP1
19757,SNN
19758,SNORA10
19759,SNORA11D
19760,SNORA12
19761,SNORA13
19762,SNORA14A
19763,SNORA16A
19764,SNORA17
19765,SNORA18
19766,SNORA21
19767,SNORA23
19768,SNORA24
19769,SNORA26
19770,SNORA30
19771,SNORA32
19772,SNORA33
19773,SNORA34
19774,SNORA4
19775,SNORA40
19776,SNORA41
19777,SNORA43
19778,SNORA45B
19779,SNORA52
19780,SNORA53
19781,SNORA54
19782,SNORA57
19783,SNORA5A
19784,SNORA5C
19785,SNORA6
19786,SNORA61
19787,SNORA63
19788,SNORA64
19789,SNORA66
19790,SNORA67
19791,SNORA71D
19792,SNORA73A
19793,SNORA73B
19794,SNORA74A
19795,SNORA74B
19796,SNORA75
19797,SNORA76C
19798,SNORA77
19799,SNORA78
19800,SNORA79
19801,SNORA7A
19802,SNORA7B
19803,SNORA8
19804,SNORA80A
19805,SNORA80E
19806,SNORA81
19807,SNORD10
19808,SNORD101
19809,SNORD104
19810,SNORD109B
19811,SNORD116-1
19812,SNORD116-18
19813,SNORD116-21
19814,SNORD116-22
19815,SNORD116-24
19816,SNORD116-29
19817,SNORD116-4
19818,SNORD116-5
19819,SNORD116-6
19820,SNORD116-8
19821,SNORD118
19822,SNORD12B
19823,SNORD12C
19824,SNORD13
19825,SNORD13P1
19826,SNORD14C
19827,SNORD14D
19828,SNORD14E
19829,SNORD15A
19830,SNORD15B
19831,SNORD16
19832,SNORD17
19833,SNORD18B
19834,SNORD18C
19835,SNORD19
19836,SNORD19B
19837,SNORD1C
19838,SNORD2
19839,SNORD20
19840,SNORD21
19841,SNORD22
19842,SNORD23
19843,SNORD24
19844,SNORD25
19845,SNORD26
19846,SNORD27
19847,SNORD28
19848,SNORD29
19849,SNORD30
19850,SNORD31
19851,SNORD33
19852,SNORD34
19853,SNORD35A
19854,SNORD35B
19855,SNORD36A
19856,SNORD36B
19857,SNORD36C
19858,SNORD38A
19859,SNORD3A
19860,SNORD3B-1
19861,SNORD3B-2
19862,SNORD3C
19863,SNORD41
19864,SNORD42A
19865,SNORD43
19866,SNORD5
19867,SNORD50A
19868,SNORD50B
19869,SNORD54
19870,SNORD55
19871,SNORD58A
19872,SNORD58B
19873,SNORD58C
19874,SNORD59A
19875,SNORD6
19876,SNORD60
19877,SNORD61
19878,SNORD62A
19879,SNORD62B
19880,SNORD69
19881,SNORD7
19882,SNORD75
19883,SNORD76
19884,SNORD8
19885,SNORD80
19886,SNORD83A
19887,SNORD83B
19888,SNORD87
19889,SNORD88B
19890,SNORD88C
19891,SNORD9
19892,SNORD95
19893,SNPH
19894,SNRK
19895,SNRNP200
19896,SNRNP25
19897,SNRNP27
19898,SNRNP35
19899,SNRNP40
19900,SNRNP48
19901,SNRNP70
19902,SNRPA
19903,SNRPA1
19904,SNRPB
19905,SNRPB2
19906,SNRPC
19907,SNRPD1
19908,SNRPD2
19909,SNRPD2P1
19910,SNRPD3
19911,SNRPE
19912,SNRPEP2
19913,SNRPF
19914,SNRPG
19915,SNRPGP15
19916,SNRPN
19917,SNT1
19918,SNTA1
19919,SNTB1
19920,SNTB2
19921,SNTG1
19922,SNTG2
19923,SNU114
19924,SNUPN
19925,SNURF
19926,SNW1
19927,SNX1
19928,SNX10
19929,SNX11
19930,SNX12
19931,SNX13
19932,SNX14
19933,SNX15
19934,SNX16
19935,SNX17
19936,SNX18
19937,SNX19
19938,SNX2
19939,SNX20
19940,SNX21
19941,SNX22
19942,SNX24
19943,SNX25
19944,SNX27
19945,SNX29
19946,SNX3
19947,SNX30
19948,SNX31
19949,SNX32
19950,SNX33
19951,SNX4
19952,SNX5
19953,SNX6
19954,SNX7
19955,SNX8
19956,SNX9
19957,SOAT1
19958,SOAT2
19959,SOBP
19960,SOCS1
19961,SOCS2
19962,SOCS3
19963,SOCS4
19964,SOCS5
19965,SOCS6
19966,SOCS7
19967,SOD1
19968,SOD2
19969,SOD3
19970,SOG1
19971,SOGA1
19972,SOGA3
19973,SOHLH1
19974,SOHLH2
19975,SON
19976,SORBS1
19977,SORBS2
19978,SORBS3
19979,SORCS1
19980,SORCS2
19981,SORCS3
19982,SORD
19983,SORL1
19984,SORT1
19985,SOS1
19986,SOS2
19987,SOST
19988,SOSTDC1
19989,SOWAHA
19990,SOWAHB
19991,SOWAHC
19992,SOX1
19993,SOX10
19994,SOX11
19995,SOX12
19996,SOX13
19997,SOX14
19998,SOX15
19999,SOX17
20000,SOX18
20001,SOX2
20002,SOX21
20003,SOX21-AS1
20004,SOX3
20005,SOX30
20006,SOX4
20007,SOX5
20008,SOX6
20009,SOX7
20010,SOX8
20011,SOX9
20012,SP1
20013,SP100
20014,SP110
20015,SP140
20016,SP140L
20017,SP2
20018,SP3
20019,SP4
20020,SP5
20021,SP6
20022,SP7
20023,SP8
20024,SP9
20025,SPA17
20026,SPAC1006.07
20027,SPAC14C4.11
20028,SPAC1527.03
20029,SPAC1635.01
20030,SPAC167.05
20031,SPAC1687.21
20032,SPAC1751.03
20033,SPAC17H9.12c
20034,SPAC17H9.13c
20035,SPAC18G6.06
20036,SPAC1952.08c
20037,SPAC19A8.07c
20038,SPAC19G12.05
20039,SPAC19G12.09
20040,SPAC1B3.01c
20041,SPAC1F12.04c
20042,SPAC1F12.07
20043,SPAC1F12.10c
20044,SPAC1F8.07c
20045,SPAC22A12.16
20046,SPAC23A1.17
20047,SPAC23D3.12
20048,SPAC23D3.13c
20049,SPAC23G3.06
20050,SPAC23G3.12c
20051,SPAC24C9.06c
20052,SPAC24C9.12c
20053,SPAC24H6.01c
20054,SPAC24H6.13
20055,SPAC25B8.12c
20056,SPAC25G10.01
20057,SPAC25G10.08
20058,SPAC27D7.11c
20059,SPAC27F1.06c
20060,SPAC29A4.02c
20061,SPAC29E6.06c
20062,SPAC30C2.04
20063,SPAC323.04
20064,SPAC3A11.10c
20065,SPAC3C7.13c
20066,SPAC458.02c
20067,SPAC4G9.12
20068,SPAC56F8.03
20069,SPAC57A7.12
20070,SPAC589.10c
20071,SPAC5D6.13
20072,SPAC5H10.10
20073,SPAC694.02
20074,SPAC821.05
20075,SPAC823.04
20076,SPAC959.03c
20077,SPAC977.14c
20078,SPAC977.15
20079,SPACA1
20080,SPACA3
20081,SPACA4
20082,SPACA6P
20083,SPACA7
20084,SPACUNK4.10
20085,SPACUNK4.16c
20086,SPACUNK4.17
20087,SPAG1
20088,SPAG11A
20089,SPAG11B
20090,SPAG16
20091,SPAG17
20092,SPAG4
20093,SPAG5
20094,SPAG5-AS1
20095,SPAG6
20096,SPAG7
20097,SPAG8
20098,SPAG9
20099,SPAM1
20100,SPANXA1
20101,SPANXA2
20102,SPANXB1
20103,SPANXC
20104,SPANXD
20105,SPANXN2
20106,SPANXN3
20107,SPANXN4
20108,SPANXN5
20109,SPARC
20110,SPARCL1
20111,SPAST
20112,SPATA1
20113,SPATA12
20114,SPATA13
20115,SPATA16
20116,SPATA17
20117,SPATA18
20118,SPATA19
20119,SPATA2
20120,SPATA20
20121,SPATA21
20122,SPATA22
20123,SPATA24
20124,SPATA25
20125,SPATA2L
20126,SPATA3
20127,SPATA31A1
20128,SPATA31A3
20129,SPATA31A7
20130,SPATA31D3
20131,SPATA31E1
20132,SPATA32
20133,SPATA33
20134,SPATA4
20135,SPATA5
20136,SPATA5L1
20137,SPATA6
20138,SPATA6L
20139,SPATA7
20140,SPATA8
20141,SPATA9
20142,SPATC1
20143,SPATC1L
20144,SPATS1
20145,SPATS2
20146,SPATS2L
20147,SPBC106.03
20148,SPBC11C11.06c
20149,SPBC13E7.07
20150,SPBC15D4.09c
20151,SPBC16A3.02c
20152,SPBC16H5.08c
20153,SPBC16H5.12c
20154,SPBC1703.07
20155,SPBC1703.13c
20156,SPBC1711.05
20157,SPBC19F5.04
20158,SPBC19G7.10c
20159,SPBC216.03
20160,SPBC24C6.04
20161,SPBC25B2.10
20162,SPBC26H8.11c
20163,SPBC29A10.16c
20164,SPBC2F12.05c
20165,SPBC2G5.01
20166,SPBC2G5.05
20167,SPBC30D10.02
20168,SPBC30D10.03c
20169,SPBC32F12.10
20170,SPBC405.06
20171,SPBC4C3.03
20172,SPBC4C3.07
20173,SPBC530.07c
20174,SPBC646.07c
20175,SPBC646.10c
20176,SPBC660.16
20177,SPBC8D2.18c
20178,SPBP23A10.11c
20179,SPBP4H10.15
20180,SPBP8B7.18c
20181,SPC24
20182,SPC25
20183,SPCC1183.07
20184,SPCC11E10.07c
20185,SPCC1281.06c
20186,SPCC1450.13c
20187,SPCC1620.06c
20188,SPCC1672.07
20189,SPCC1827.03c
20190,SPCC1827.05c
20191,SPCC1827.06c
20192,SPCC306.08c
20193,SPCC330.03c
20194,SPCC338.06c
20195,SPCC584.01c
20196,SPCC622.14
20197,SPCC70.03c
20198,SPCC825.01
20199,SPCC970.03
20200,SPCP1E11.08
20201,SPCPB16A4.02c
20202,SPCS1
20203,SPCS2
20204,SPCS2P4
20205,SPCS3
20206,SPDEF
20207,SPDL1
20208,SPDYA
20209,SPDYC
20210,SPDYE1
20211,SPDYE2
20212,SPDYE2B
20213,SPDYE3
20214,SPDYE4
20215,SPDYE6
20216,SPDYE7P
20217,SPECC1
20218,SPECC1L
20219,SPEF1
20220,SPEF2
20221,SPEG
20222,SPEM1
20223,SPEN
20224,SPERT
20225,SPESP1
20226,SPG11
20227,SPG20
20228,SPG21
20229,SPG7
20230,SPHK1
20231,SPHK2
